KO	GO	GO_term
K20630	GO:0005096	GTPase activator activity
K20630	GO:0005096	GTPase activator activity
K20630	GO:0005096	GTPase activator activity
K20630	GO:0005096	GTPase activator activity
K20630	GO:0005096	GTPase activator activity
K20630	GO:0005096	GTPase activator activity
K20630	GO:0005096	GTPase activator activity
K20630	GO:0005096	GTPase activator activity
K20631	GO:0005096	GTPase activator activity
K20631	GO:0005096	GTPase activator activity
K20631	GO:0005096	GTPase activator activity
K20631	GO:0005096	GTPase activator activity
K20631	GO:0005096	GTPase activator activity
K20631	GO:0005096	GTPase activator activity
K20631	GO:0005096	GTPase activator activity
K20631	GO:0005096	GTPase activator activity
K20631	GO:0005096	GTPase activator activity
K20632	GO:0005096	GTPase activator activity
K20632	GO:0005096	GTPase activator activity
K20632	GO:0005096	GTPase activator activity
K20632	GO:0005096	GTPase activator activity
K20632	GO:0005096	GTPase activator activity
K20632	GO:0005096	GTPase activator activity
K20632	GO:0005096	GTPase activator activity
K20632	GO:0005096	GTPase activator activity
K20632	GO:0005096	GTPase activator activity
K20633	GO:0005096	GTPase activator activity
K20633	GO:0005096	GTPase activator activity
K20633	GO:0005096	GTPase activator activity
K20633	GO:0005096	GTPase activator activity
K20633	GO:0005096	GTPase activator activity
K20633	GO:0005096	GTPase activator activity
K20633	GO:0005096	GTPase activator activity
K20633	GO:0005096	GTPase activator activity
K20633	GO:0005096	GTPase activator activity
K20634	GO:0005096	GTPase activator activity
K20634	GO:0005096	GTPase activator activity
K20634	GO:0005096	GTPase activator activity
K20634	GO:0005096	GTPase activator activity
K20634	GO:0005096	GTPase activator activity
K20634	GO:0005096	GTPase activator activity
K20634	GO:0005096	GTPase activator activity
K20634	GO:0005096	GTPase activator activity
K20634	GO:0005096	GTPase activator activity
K20635	GO:0005096	GTPase activator activity
K20635	GO:0005096	GTPase activator activity
K20635	GO:0005096	GTPase activator activity
K20635	GO:0005096	GTPase activator activity
K20635	GO:0005096	GTPase activator activity
K20635	GO:0005096	GTPase activator activity
K20635	GO:0005096	GTPase activator activity
K20635	GO:0005096	GTPase activator activity
K20635	GO:0005096	GTPase activator activity
K20636	GO:0005096	GTPase activator activity
K20636	GO:0005096	GTPase activator activity
K20636	GO:0005096	GTPase activator activity
K20636	GO:0005096	GTPase activator activity
K20636	GO:0005096	GTPase activator activity
K20636	GO:0005096	GTPase activator activity
K20636	GO:0005096	GTPase activator activity
K20636	GO:0005096	GTPase activator activity
K20636	GO:0005096	GTPase activator activity
K20637	GO:0005096	GTPase activator activity
K20637	GO:0005096	GTPase activator activity
K20637	GO:0005096	GTPase activator activity
K20637	GO:0005096	GTPase activator activity
K20637	GO:0005096	GTPase activator activity
K20637	GO:0005096	GTPase activator activity
K20637	GO:0005096	GTPase activator activity
K20637	GO:0005096	GTPase activator activity
K20637	GO:0005096	GTPase activator activity
K20638	GO:0005096	GTPase activator activity
K20638	GO:0005096	GTPase activator activity
K20638	GO:0005096	GTPase activator activity
K20638	GO:0005096	GTPase activator activity
K20638	GO:0005096	GTPase activator activity
K20638	GO:0005096	GTPase activator activity
K20638	GO:0005096	GTPase activator activity
K20638	GO:0005096	GTPase activator activity
K20638	GO:0005096	GTPase activator activity
K20639	GO:0005096	GTPase activator activity
K20639	GO:0005096	GTPase activator activity
K20639	GO:0005096	GTPase activator activity
K20639	GO:0005096	GTPase activator activity
K20639	GO:0005096	GTPase activator activity
K20639	GO:0005096	GTPase activator activity
K20639	GO:0005096	GTPase activator activity
K20639	GO:0005096	GTPase activator activity
K20639	GO:0005096	GTPase activator activity
K20640	GO:0005096	GTPase activator activity
K20640	GO:0005096	GTPase activator activity
K20640	GO:0005096	GTPase activator activity
K20640	GO:0005096	GTPase activator activity
K20640	GO:0005096	GTPase activator activity
K20640	GO:0005096	GTPase activator activity
K20640	GO:0005096	GTPase activator activity
K20640	GO:0005096	GTPase activator activity
K20640	GO:0005096	GTPase activator activity
K20641	GO:0005096	GTPase activator activity
K20641	GO:0005096	GTPase activator activity
K20641	GO:0005096	GTPase activator activity
K20641	GO:0005096	GTPase activator activity
K20641	GO:0005096	GTPase activator activity
K20641	GO:0005096	GTPase activator activity
K20641	GO:0005096	GTPase activator activity
K20641	GO:0005096	GTPase activator activity
K20641	GO:0005096	GTPase activator activity
K20642	GO:0005096	GTPase activator activity
K20642	GO:0005096	GTPase activator activity
K20642	GO:0005096	GTPase activator activity
K20642	GO:0005096	GTPase activator activity
K20642	GO:0005096	GTPase activator activity
K20642	GO:0005096	GTPase activator activity
K20642	GO:0005096	GTPase activator activity
K20642	GO:0005096	GTPase activator activity
K20642	GO:0005096	GTPase activator activity
K20643	GO:0005096	GTPase activator activity
K20643	GO:0005096	GTPase activator activity
K20643	GO:0005096	GTPase activator activity
K20643	GO:0005096	GTPase activator activity
K20643	GO:0005096	GTPase activator activity
K20643	GO:0005096	GTPase activator activity
K20643	GO:0005096	GTPase activator activity
K20643	GO:0005096	GTPase activator activity
K20643	GO:0005096	GTPase activator activity
K20644	GO:0005096	GTPase activator activity
K20644	GO:0005096	GTPase activator activity
K20644	GO:0005096	GTPase activator activity
K20644	GO:0005096	GTPase activator activity
K20644	GO:0005096	GTPase activator activity
K20644	GO:0005096	GTPase activator activity
K20644	GO:0005096	GTPase activator activity
K20644	GO:0005096	GTPase activator activity
K20644	GO:0005096	GTPase activator activity
K20645	GO:0005096	GTPase activator activity
K20645	GO:0005096	GTPase activator activity
K20645	GO:0005096	GTPase activator activity
K20645	GO:0005096	GTPase activator activity
K20645	GO:0005096	GTPase activator activity
K20645	GO:0005096	GTPase activator activity
K20645	GO:0005096	GTPase activator activity
K20645	GO:0005096	GTPase activator activity
K20645	GO:0005096	GTPase activator activity
K20646	GO:0005096	GTPase activator activity
K20646	GO:0005096	GTPase activator activity
K20646	GO:0005096	GTPase activator activity
K20646	GO:0005096	GTPase activator activity
K20646	GO:0005096	GTPase activator activity
K20646	GO:0005096	GTPase activator activity
K20646	GO:0005096	GTPase activator activity
K20646	GO:0005096	GTPase activator activity
K20646	GO:0005096	GTPase activator activity
K20647	GO:0005096	GTPase activator activity
K20647	GO:0005096	GTPase activator activity
K20647	GO:0005096	GTPase activator activity
K20647	GO:0005096	GTPase activator activity
K20647	GO:0005096	GTPase activator activity
K20647	GO:0005096	GTPase activator activity
K20647	GO:0005096	GTPase activator activity
K20647	GO:0005096	GTPase activator activity
K20647	GO:0005096	GTPase activator activity
K20648	GO:0005096	GTPase activator activity
K20648	GO:0005096	GTPase activator activity
K20648	GO:0005096	GTPase activator activity
K20648	GO:0005096	GTPase activator activity
K20648	GO:0005096	GTPase activator activity
K20648	GO:0005096	GTPase activator activity
K20648	GO:0005096	GTPase activator activity
K20648	GO:0005096	GTPase activator activity
K20648	GO:0005096	GTPase activator activity
K20649	GO:0005096	GTPase activator activity
K20649	GO:0005096	GTPase activator activity
K20649	GO:0005096	GTPase activator activity
K20649	GO:0005096	GTPase activator activity
K20649	GO:0005096	GTPase activator activity
K20649	GO:0005096	GTPase activator activity
K20649	GO:0005096	GTPase activator activity
K20649	GO:0005096	GTPase activator activity
K20649	GO:0005096	GTPase activator activity
K20650	GO:0005096	GTPase activator activity
K20650	GO:0005096	GTPase activator activity
K20650	GO:0005096	GTPase activator activity
K20650	GO:0005096	GTPase activator activity
K20650	GO:0005096	GTPase activator activity
K20650	GO:0005096	GTPase activator activity
K20650	GO:0005096	GTPase activator activity
K20650	GO:0005096	GTPase activator activity
K20650	GO:0005096	GTPase activator activity
K20651	GO:0005096	GTPase activator activity
K20651	GO:0005096	GTPase activator activity
K20651	GO:0005096	GTPase activator activity
K20651	GO:0005096	GTPase activator activity
K20651	GO:0005096	GTPase activator activity
K20651	GO:0005096	GTPase activator activity
K20651	GO:0005096	GTPase activator activity
K20651	GO:0005096	GTPase activator activity
K20651	GO:0005096	GTPase activator activity
K20652	GO:0005096	GTPase activator activity
K20652	GO:0005096	GTPase activator activity
K20652	GO:0005096	GTPase activator activity
K20652	GO:0005096	GTPase activator activity
K20652	GO:0005096	GTPase activator activity
K20652	GO:0005096	GTPase activator activity
K20652	GO:0005096	GTPase activator activity
K20652	GO:0005096	GTPase activator activity
K20652	GO:0005096	GTPase activator activity
K20653	GO:0005096	GTPase activator activity
K20653	GO:0005096	GTPase activator activity
K20653	GO:0005096	GTPase activator activity
K20653	GO:0005096	GTPase activator activity
K20653	GO:0005096	GTPase activator activity
K20653	GO:0005096	GTPase activator activity
K20653	GO:0005096	GTPase activator activity
K20653	GO:0005096	GTPase activator activity
K20653	GO:0005096	GTPase activator activity
K20654	GO:0005096	GTPase activator activity
K20654	GO:0005096	GTPase activator activity
K20654	GO:0005096	GTPase activator activity
K20654	GO:0005096	GTPase activator activity
K20654	GO:0005096	GTPase activator activity
K20654	GO:0005096	GTPase activator activity
K20654	GO:0005096	GTPase activator activity
K20654	GO:0005096	GTPase activator activity
K20654	GO:0005096	GTPase activator activity
K20655	GO:0005096	GTPase activator activity
K20655	GO:0005096	GTPase activator activity
K20655	GO:0005096	GTPase activator activity
K20655	GO:0005096	GTPase activator activity
K20655	GO:0005096	GTPase activator activity
K20655	GO:0005096	GTPase activator activity
K20655	GO:0005096	GTPase activator activity
K20655	GO:0005096	GTPase activator activity
K20655	GO:0005096	GTPase activator activity
K20698	GO:0004867	serine-type endopeptidase inhibitor activity
K20698	GO:0004867	serine-type endopeptidase inhibitor activity
K20698	GO:0004867	serine-type endopeptidase inhibitor activity
K20698	GO:0004867	serine-type endopeptidase inhibitor activity
K20698	GO:0004867	serine-type endopeptidase inhibitor activity
K20698	GO:0004867	serine-type endopeptidase inhibitor activity
K20698	GO:0004867	serine-type endopeptidase inhibitor activity
K20698	GO:0004867	serine-type endopeptidase inhibitor activity
K20698	GO:0004867	serine-type endopeptidase inhibitor activity
K20698	GO:0004867	serine-type endopeptidase inhibitor activity
K20698	GO:0004867	serine-type endopeptidase inhibitor activity
K20715	GO:0009882	blue light photoreceptor activity
K20734	GO:0004867	serine-type endopeptidase inhibitor activity
K20734	GO:0004867	serine-type endopeptidase inhibitor activity
K20734	GO:0004867	serine-type endopeptidase inhibitor activity
K20734	GO:0004867	serine-type endopeptidase inhibitor activity
K20734	GO:0004867	serine-type endopeptidase inhibitor activity
K20734	GO:0004867	serine-type endopeptidase inhibitor activity
K20734	GO:0004867	serine-type endopeptidase inhibitor activity
K20734	GO:0004867	serine-type endopeptidase inhibitor activity
K20734	GO:0004867	serine-type endopeptidase inhibitor activity
K20734	GO:0004867	serine-type endopeptidase inhibitor activity
K20734	GO:0004867	serine-type endopeptidase inhibitor activity
K20777	GO:0008310	single-stranded DNA 3'-5' DNA exonuclease activity
K20784	GO:0052636	arabinosyltransferase activity
K20844	GO:0046556	alpha-L-arabinofuranosidase activity
K20844	GO:0046556	alpha-L-arabinofuranosidase activity
K20844	GO:0046556	alpha-L-arabinofuranosidase activity
K20844	GO:0046556	alpha-L-arabinofuranosidase activity
K20845	GO:0033905	xylan endo-1,3-beta-xylosidase activity
K20858	GO:0005262	calcium channel activity
K20858	GO:0005262	calcium channel activity
K20858	GO:0005262	calcium channel activity
K20881	GO:0050483	IMP 5'-nucleotidase activity
K20884	GO:0008531	riboflavin kinase activity
K20914	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding
K20923	GO:0016760	cellulose synthase (UDP-forming) activity
K20924	GO:0016760	cellulose synthase (UDP-forming) activity
K20945	GO:0004725	protein tyrosine phosphatase activity
K20945	GO:0004725	protein tyrosine phosphatase activity
K20945	GO:0004725	protein tyrosine phosphatase activity
K20945	GO:0004725	protein tyrosine phosphatase activity
K20945	GO:0004725	protein tyrosine phosphatase activity
K20945	GO:0004725	protein tyrosine phosphatase activity
K20960	GO:0000155	phosphorelay sensor kinase activity
K20960	GO:0000155	phosphorelay sensor kinase activity
K20960	GO:0000155	phosphorelay sensor kinase activity
K20960	GO:0000155	phosphorelay sensor kinase activity
K20960	GO:0000155	phosphorelay sensor kinase activity
K20960	GO:0000155	phosphorelay sensor kinase activity
K20960	GO:0000155	phosphorelay sensor kinase activity
K20960	GO:0000155	phosphorelay sensor kinase activity
K20960	GO:0000155	phosphorelay sensor kinase activity
K20960	GO:0000155	phosphorelay sensor kinase activity
K20973	GO:0000155	phosphorelay sensor kinase activity
K20973	GO:0000155	phosphorelay sensor kinase activity
K20973	GO:0000155	phosphorelay sensor kinase activity
K20973	GO:0000155	phosphorelay sensor kinase activity
K20973	GO:0000155	phosphorelay sensor kinase activity
K20973	GO:0000155	phosphorelay sensor kinase activity
K20973	GO:0000155	phosphorelay sensor kinase activity
K20973	GO:0000155	phosphorelay sensor kinase activity
K20973	GO:0000155	phosphorelay sensor kinase activity
K20973	GO:0000155	phosphorelay sensor kinase activity
K20974	GO:0000155	phosphorelay sensor kinase activity
K20974	GO:0000155	phosphorelay sensor kinase activity
K20974	GO:0000155	phosphorelay sensor kinase activity
K20974	GO:0000155	phosphorelay sensor kinase activity
K20974	GO:0000155	phosphorelay sensor kinase activity
K20974	GO:0000155	phosphorelay sensor kinase activity
K20974	GO:0000155	phosphorelay sensor kinase activity
K20974	GO:0000155	phosphorelay sensor kinase activity
K20974	GO:0000155	phosphorelay sensor kinase activity
K20974	GO:0000155	phosphorelay sensor kinase activity
K20975	GO:0000155	phosphorelay sensor kinase activity
K20975	GO:0000155	phosphorelay sensor kinase activity
K20975	GO:0000155	phosphorelay sensor kinase activity
K20975	GO:0000155	phosphorelay sensor kinase activity
K20975	GO:0000155	phosphorelay sensor kinase activity
K20975	GO:0000155	phosphorelay sensor kinase activity
K20975	GO:0000155	phosphorelay sensor kinase activity
K20975	GO:0000155	phosphorelay sensor kinase activity
K20975	GO:0000155	phosphorelay sensor kinase activity
K20975	GO:0000155	phosphorelay sensor kinase activity
K20989	GO:0015204	urea transmembrane transporter activity
K21037	GO:0003887	DNA-directed DNA polymerase activity
K21037	GO:0003887	DNA-directed DNA polymerase activity
K21037	GO:0003887	DNA-directed DNA polymerase activity
K21037	GO:0003887	DNA-directed DNA polymerase activity
K21037	GO:0003887	DNA-directed DNA polymerase activity
K21037	GO:0003887	DNA-directed DNA polymerase activity
K21037	GO:0003887	DNA-directed DNA polymerase activity
K21037	GO:0003887	DNA-directed DNA polymerase activity
