KO	Module	Module_desc
K01957	M00904	Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C
K22114	M00904	Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C
K18287	M00905	Grixazone biosynthesis, aspartate 4-semialdehyde => grixazone B
K17835	M00905	Grixazone biosynthesis, aspartate 4-semialdehyde => grixazone B
K20204	M00905	Grixazone biosynthesis, aspartate 4-semialdehyde => grixazone B
K23669	M00906	Ethynylserine biosynthesis, lysine => ethynylserine
K23670	M00906	Ethynylserine biosynthesis, lysine => ethynylserine
K23671	M00906	Ethynylserine biosynthesis, lysine => ethynylserine
K23672	M00906	Ethynylserine biosynthesis, lysine => ethynylserine
K23673	M00906	Ethynylserine biosynthesis, lysine => ethynylserine
K03431	M00909	UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc
K04042	M00909	UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc
K14654	M00911	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD
K14655	M00911	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD
K00861	M00911	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD
K13367	M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate
K06982	M00914	Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA
K09722	M00914	Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA
K09735	M00914	Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA
K21722	M00915	Caffeine degradation, caffeine => xanthine
K21723	M00915	Caffeine degradation, caffeine => xanthine
K21724	M00915	Caffeine degradation, caffeine => xanthine
K06215	M00916	Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P
K08681	M00916	Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P
K01853	M00917	Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol
K14423	M00917	Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol
K23558	M00917	Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol
K08246	M00917	Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol
K08242	M00917	Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol
K14424	M00917	Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol
K03897	M00918	Aerobactin biosynthesis, lysine => aerobactin
K03896	M00918	Aerobactin biosynthesis, lysine => aerobactin
K03894	M00918	Aerobactin biosynthesis, lysine => aerobactin
K03895	M00918	Aerobactin biosynthesis, lysine => aerobactin
K15783	M00919	Ectoine degradation, ectoine => aspartate
K15784	M00919	Ectoine degradation, ectoine => aspartate
K15785	M00919	Ectoine degradation, ectoine => aspartate
K15786	M00919	Ectoine degradation, ectoine => aspartate
K18686	M00921	Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin
K22997	M00921	Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin
K22998	M00921	Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin
K24257	M00922	CMP-Neu5Ac biosynthesis
K01654	M00922	CMP-Neu5Ac biosynthesis
K00983	M00922	CMP-Neu5Ac biosynthesis
K15894	M00923	UDP-L-FucNAm biosynthesis
K19068	M00923	UDP-L-FucNAm biosynthesis
K24258	M00923	UDP-L-FucNAm biosynthesis
K24259	M00923	UDP-L-FucNAm biosynthesis
K02190	M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
K03795	M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
K03394	M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
K03394	M00925	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide
K05934	M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
K05934	M00925	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide
K13541	M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
K13541	M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
K13541	M00925	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide
K21479	M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
K05936	M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
K05936	M00925	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide
K02189	M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
K02188	M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
K05895	M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
K05895	M00925	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide
K02191	M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
K03399	M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
K00595	M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
K00595	M00925	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide
K06042	M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
K06042	M00925	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide
K02224	M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
K02224	M00925	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide
K13540	M00925	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide
K13540	M00925	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide
K02229	M00925	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide
K02228	M00925	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide
K02230	M00925	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide
K09882	M00925	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide
K09883	M00925	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide
K00435	M00926	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme
K04122	M00927	Gibberellin A12 biosynthesis, GAPP => GA12
K04123	M00927	Gibberellin A12 biosynthesis, GAPP => GA12
K05282	M00928	Gibberellin A4/A1 biosynthesis, GA12/GA53 => GA4/GA1
K04124	M00928	Gibberellin A4/A1 biosynthesis, GA12/GA53 => GA4/GA1
K20657	M00929	Gibberellin A1 biosynthesis, GGPP => GA1
K21292	M00929	Gibberellin A1 biosynthesis, GGPP => GA1
K12917	M00929	Gibberellin A1 biosynthesis, GGPP => GA1
K12918	M00929	Gibberellin A1 biosynthesis, GGPP => GA1
K12919	M00929	Gibberellin A1 biosynthesis, GGPP => GA1
K11782	M00930	Menaquinone biosynthesis, futalosine pathway
K11782	M00931	Menaquinone biosynthesis, modified futalosine pathway
K18285	M00930	Menaquinone biosynthesis, futalosine pathway
K18285	M00931	Menaquinone biosynthesis, modified futalosine pathway
K18286	M00930	Menaquinone biosynthesis, futalosine pathway
K20810	M00930	Menaquinone biosynthesis, futalosine pathway
K11783	M00930	Menaquinone biosynthesis, futalosine pathway
K11784	M00930	Menaquinone biosynthesis, futalosine pathway
K11784	M00931	Menaquinone biosynthesis, modified futalosine pathway
K11785	M00930	Menaquinone biosynthesis, futalosine pathway
K11785	M00931	Menaquinone biosynthesis, modified futalosine pathway
K18284	M00931	Menaquinone biosynthesis, modified futalosine pathway
K14760	M00932	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol
K12073	M00932	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol
K23094	M00932	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol
K17872	M00932	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol
K23095	M00932	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol
K24528	M00934	Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II
K24559	M00934	Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II
K24560	M00934	Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II
K24561	M00934	Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II
K24562	M00934	Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II
K24529	M00934	Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II
K24292	M00934	Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II
K24530	M00934	Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II
K24531	M00934	Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II
K21540	M00934	Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II
K21539	M00934	Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II
K24390	M00934	Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II
K09733	M00935	Methanofuran biosynthesis
K19793	M00935	Methanofuran biosynthesis
K07144	M00935	Methanofuran biosynthesis
K18933	M00935	Methanofuran biosynthesis
K06914	M00935	Methanofuran biosynthesis
K07072	M00935	Methanofuran biosynthesis
K24541	M00936	Melatonin biosynthesis, plants, tryptophan => serotonin => melatonin
K22450	M00936	Melatonin biosynthesis, plants, tryptophan => serotonin => melatonin
K22588	M00936	Melatonin biosynthesis, plants, tryptophan => serotonin => melatonin
K15316	M00937	Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1
K17643	M00937	Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1
K17644	M00937	Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1
K17645	M00937	Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1
K17652	M00937	Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1
K17646	M00937	Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1
K24440	M00937	Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1
K24855	M00937	Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1
K17648	M00937	Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1
K24439	M00937	Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1
K24856	M00937	Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1
K24438	M00937	Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1
K24857	M00937	Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1
K24858	M00937	Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1
K17649	M00937	Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1
K17650	M00937	Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1
K17651	M00937	Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1
K01520	M00938	Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP
K00560	M00938	Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP
K03465	M00938	Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP
K00943	M00938	Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP
K09018	M00939	Pyrimidine degradation, uracil => 3-hydroxypropanoate
K09024	M00939	Pyrimidine degradation, uracil => 3-hydroxypropanoate
K09020	M00939	Pyrimidine degradation, uracil => 3-hydroxypropanoate
K09021	M00939	Pyrimidine degradation, uracil => 3-hydroxypropanoate
K09023	M00939	Pyrimidine degradation, uracil => 3-hydroxypropanoate
K09019	M00939	Pyrimidine degradation, uracil => 3-hydroxypropanoate
K16066	M00939	Pyrimidine degradation, uracil => 3-hydroxypropanoate
K08243	M00940	Flavanone biosynthesis, p-coumaroyl-CoA => liquiritigenin
K13257	M00941	Isoflavone biosynthesis, liquiritigenin/naringenin => daidzein/genistein
K13258	M00941	Isoflavone biosynthesis, liquiritigenin/naringenin => daidzein/genistein
K13259	M00942	Pterocarpan biosynthesis, daidzein => medicarpin
K13260	M00942	Pterocarpan biosynthesis, daidzein => medicarpin
K05281	M00942	Pterocarpan biosynthesis, daidzein => medicarpin
K13265	M00942	Pterocarpan biosynthesis, daidzein => medicarpin
K25075	M00942	Pterocarpan biosynthesis, daidzein => medicarpin
K13383	M00943	Reticuline biosynthesis, dopamine + 4HPAA => (S)-reticuline
K13384	M00943	Reticuline biosynthesis, dopamine + 4HPAA => (S)-reticuline
K13385	M00943	Reticuline biosynthesis, dopamine + 4HPAA => (S)-reticuline
K13386	M00943	Reticuline biosynthesis, dopamine + 4HPAA => (S)-reticuline
K13391	M00944	Morphine biosynthesis, (S)-reticuline => morphine
K13392	M00944	Morphine biosynthesis, (S)-reticuline => morphine
K13393	M00944	Morphine biosynthesis, (S)-reticuline => morphine
K14975	M00944	Morphine biosynthesis, (S)-reticuline => morphine
K14976	M00944	Morphine biosynthesis, (S)-reticuline => morphine
K13394	M00944	Morphine biosynthesis, (S)-reticuline => morphine
K00307	M00945	Sanguinarine biosynthesis, (S)-reticuline => sanguinarine
K00307	M00946	Noscapine biosynthesis, (S)-reticuline => noscapine
K21070	M00945	Sanguinarine biosynthesis, (S)-reticuline => sanguinarine
K13395	M00945	Sanguinarine biosynthesis, (S)-reticuline => sanguinarine
K13395	M00946	Noscapine biosynthesis, (S)-reticuline => noscapine
K13396	M00945	Sanguinarine biosynthesis, (S)-reticuline => sanguinarine
K13396	M00946	Noscapine biosynthesis, (S)-reticuline => noscapine
K21692	M00945	Sanguinarine biosynthesis, (S)-reticuline => sanguinarine
K21693	M00945	Sanguinarine biosynthesis, (S)-reticuline => sanguinarine
K22089	M00945	Sanguinarine biosynthesis, (S)-reticuline => sanguinarine
K13397	M00946	Noscapine biosynthesis, (S)-reticuline => noscapine
K20621	M00946	Noscapine biosynthesis, (S)-reticuline => noscapine
K22094	M00946	Noscapine biosynthesis, (S)-reticuline => noscapine
K22095	M00946	Noscapine biosynthesis, (S)-reticuline => noscapine
K22096	M00946	Noscapine biosynthesis, (S)-reticuline => noscapine
K23157	M00946	Noscapine biosynthesis, (S)-reticuline => noscapine
K23158	M00946	Noscapine biosynthesis, (S)-reticuline => noscapine
K22097	M00946	Noscapine biosynthesis, (S)-reticuline => noscapine
K22098	M00946	Noscapine biosynthesis, (S)-reticuline => noscapine
K19746	M00947	D-Arginine racemization, D-arginine => L-arginine
K19744	M00947	D-Arginine racemization, D-arginine => L-arginine
K12658	M00948	Hydroxyproline degradation, trans-4-hydroxy-L-proline => 2-oxoglutarate
K21060	M00948	Hydroxyproline degradation, trans-4-hydroxy-L-proline => 2-oxoglutarate
K22549	M00948	Hydroxyproline degradation, trans-4-hydroxy-L-proline => 2-oxoglutarate
K21061	M00948	Hydroxyproline degradation, trans-4-hydroxy-L-proline => 2-oxoglutarate
K22550	M00948	Hydroxyproline degradation, trans-4-hydroxy-L-proline => 2-oxoglutarate
K21062	M00948	Hydroxyproline degradation, trans-4-hydroxy-L-proline => 2-oxoglutarate
K13877	M00948	Hydroxyproline degradation, trans-4-hydroxy-L-proline => 2-oxoglutarate
K01780	M00949	Staphylopine biosynthesis, L-histidine => staphylopine
K23120	M00949	Staphylopine biosynthesis, L-histidine => staphylopine
K23122	M00949	Staphylopine biosynthesis, L-histidine => staphylopine
K25570	M00950	Biotin biosynthesis, BioU pathway, pimeloyl-ACP/CoA => biotin
K25562	M00951	Cremeomycin biosynthesis, aspartate/3,4-AHBA => cremeomycin
K25597	M00951	Cremeomycin biosynthesis, aspartate/3,4-AHBA => cremeomycin
K25563	M00951	Cremeomycin biosynthesis, aspartate/3,4-AHBA => cremeomycin
K25594	M00951	Cremeomycin biosynthesis, aspartate/3,4-AHBA => cremeomycin
K25598	M00951	Cremeomycin biosynthesis, aspartate/3,4-AHBA => cremeomycin
K13222	M00952	Benzoxazinoid biosynthesis, indoleglycerol phosphate => DIMBOA-glucoside
K13223	M00952	Benzoxazinoid biosynthesis, indoleglycerol phosphate => DIMBOA-glucoside
K13224	M00952	Benzoxazinoid biosynthesis, indoleglycerol phosphate => DIMBOA-glucoside
K13225	M00952	Benzoxazinoid biosynthesis, indoleglycerol phosphate => DIMBOA-glucoside
K13226	M00952	Benzoxazinoid biosynthesis, indoleglycerol phosphate => DIMBOA-glucoside
K13227	M00952	Benzoxazinoid biosynthesis, indoleglycerol phosphate => DIMBOA-glucoside
K13229	M00952	Benzoxazinoid biosynthesis, indoleglycerol phosphate => DIMBOA-glucoside
K13230	M00952	Benzoxazinoid biosynthesis, indoleglycerol phosphate => DIMBOA-glucoside
K05953	M00953	Mugineic acid biosynthesis, methionine => 3-epihydroxymugineic acid
K14271	M00953	Mugineic acid biosynthesis, methionine => 3-epihydroxymugineic acid
K22374	M00953	Mugineic acid biosynthesis, methionine => 3-epihydroxymugineic acid
K18054	M00953	Mugineic acid biosynthesis, methionine => 3-epihydroxymugineic acid
K01582	M00956	Lysine degradation, bacteria, L-lysine => succinate
K09251	M00956	Lysine degradation, bacteria, L-lysine => succinate
K00137	M00956	Lysine degradation, bacteria, L-lysine => succinate
K15737	M00956	Lysine degradation, bacteria, L-lysine => succinate
K15737	M00957	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA
K15737	M00960	Lysine degradation, bacteria, L-lysine => D-lysine => succinate
K15736	M00956	Lysine degradation, bacteria, L-lysine => succinate
K15736	M00957	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA
K00468	M00957	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA
K01506	M00957	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA
K14268	M00957	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA
K01041	M00957	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA
K01490	M00958	Adenine ribonucleotide degradation, AMP => Urate
K01081	M00958	Adenine ribonucleotide degradation, AMP => Urate
K01081	M00958	Adenine ribonucleotide degradation, AMP => Urate
K01081	M00959	Guanine ribonucleotide degradation, GMP => Urate
K19970	M00958	Adenine ribonucleotide degradation, AMP => Urate
K19970	M00958	Adenine ribonucleotide degradation, AMP => Urate
K19970	M00959	Guanine ribonucleotide degradation, GMP => Urate
K18550	M00958	Adenine ribonucleotide degradation, AMP => Urate
K11751	M00958	Adenine ribonucleotide degradation, AMP => Urate
K11751	M00959	Guanine ribonucleotide degradation, GMP => Urate
K02566	M00958	Adenine ribonucleotide degradation, AMP => Urate
K02566	M00959	Guanine ribonucleotide degradation, GMP => Urate
K08693	M00958	Adenine ribonucleotide degradation, AMP => Urate
K08693	M00959	Guanine ribonucleotide degradation, GMP => Urate
