PFAM	GO_term	GO	PFAM_description
PF09462	DNA repair	GO:0006281	Mus7
PF09462	DNA damage response	GO:0006974	Mus7
PF09462	replication fork processing	GO:0031297	Mus7
PF09462	nucleus	GO:0005634	Mus7
PF09472	tetrahydromethanopterin S-methyltransferase activity	GO:0030269	MtrF
PF09472	methanogenesis	GO:0015948	MtrF
PF09472	membrane	GO:0016020	MtrF
PF09478	carbohydrate binding	GO:0030246	CBM49
PF09480	membrane	GO:0016020	PrgH
PF09488	mannosyl-3-phosphoglycerate synthase activity	GO:0050504	Osmo_MPGsynth
PF09488	mannosylglycerate biosynthetic process	GO:0051479	Osmo_MPGsynth
PF09488	cytoplasm	GO:0005737	Osmo_MPGsynth
PF09494	DNA replication	GO:0006260	Slx4
PF09494	DNA repair	GO:0006281	Slx4
PF09494	nucleus	GO:0005634	Slx4
PF09494	Slx1-Slx4 complex	GO:0033557	Slx4
PF09496	centromere complex assembly	GO:0034508	CENP-O
PF09496	kinetochore	GO:0000776	CENP-O
PF09497	transcription coregulator activity	GO:0003712	Med12
PF09497	regulation of transcription by RNA polymerase II	GO:0006357	Med12
PF09497	mediator complex	GO:0016592	Med12
PF09505	methyltransferase activity	GO:0008168	Dimeth_Pyl
PF09505	methanogenesis	GO:0015948	Dimeth_Pyl
PF09506	glucosylglycerol 3-phosphatase activity	GO:0050530	Salt_tol_Pase
PF09507	DNA replication	GO:0006260	CDC27
PF09507	nucleus	GO:0005634	CDC27
PF09507	delta DNA polymerase complex	GO:0043625	CDC27
PF09510	chromatin remodeling	GO:0006338	Rtt102p
PF09510	nucleus	GO:0005634	Rtt102p
PF09510	SWI/SNF complex	GO:0016514	Rtt102p
PF09510	RSC-type complex	GO:0016586	Rtt102p
PF09514	regulation of DNA-templated transcription	GO:0006355	SSXRD
PF09514	nucleus	GO:0005634	SSXRD
PF09515	thiamine transmembrane transporter activity	GO:0015234	Thia_YuaJ
PF09515	thiamine transport	GO:0015888	Thia_YuaJ
PF09515	plasma membrane	GO:0005886	Thia_YuaJ
PF09519	DNA binding	GO:0003677	RE_HindVP
PF09519	type II site-specific deoxyribonuclease activity	GO:0009036	RE_HindVP
PF09519	DNA restriction-modification system	GO:0009307	RE_HindVP
PF09520	DNA binding	GO:0003677	RE_TdeIII
PF09520	type II site-specific deoxyribonuclease activity	GO:0009036	RE_TdeIII
PF09520	DNA restriction-modification system	GO:0009307	RE_TdeIII
PF09521	DNA binding	GO:0003677	RE_NgoPII
PF09521	type II site-specific deoxyribonuclease activity	GO:0009036	RE_NgoPII
PF09521	DNA restriction-modification system	GO:0009307	RE_NgoPII
PF09553	DNA binding	GO:0003677	RE_Eco47II
PF09553	type II site-specific deoxyribonuclease activity	GO:0009036	RE_Eco47II
PF09553	DNA restriction-modification system	GO:0009307	RE_Eco47II
PF09564	type II site-specific deoxyribonuclease activity	GO:0009036	RE_NgoBV
PF09564	nucleic acid metabolic process	GO:0090304	RE_NgoBV
PF09567	DNA binding	GO:0003677	RE_MamI
PF09567	type II site-specific deoxyribonuclease activity	GO:0009036	RE_MamI
PF09567	DNA restriction-modification system	GO:0009307	RE_MamI
PF09568	DNA binding	GO:0003677	RE_MjaI
PF09568	type II site-specific deoxyribonuclease activity	GO:0009036	RE_MjaI
PF09568	DNA restriction-modification system	GO:0009307	RE_MjaI
PF09570	DNA binding	GO:0003677	RE_SinI
PF09570	type II site-specific deoxyribonuclease activity	GO:0009036	RE_SinI
PF09570	DNA restriction-modification system	GO:0009307	RE_SinI
PF09571	magnesium ion binding	GO:0000287	RE_XcyI
PF09571	DNA binding	GO:0003677	RE_XcyI
PF09571	type II site-specific deoxyribonuclease activity	GO:0009036	RE_XcyI
PF09571	DNA restriction-modification system	GO:0009307	RE_XcyI
PF09572	DNA binding	GO:0003677	RE_XamI
PF09572	type II site-specific deoxyribonuclease activity	GO:0009036	RE_XamI
PF09572	DNA restriction-modification system	GO:0009307	RE_XamI
PF09573	DNA binding	GO:0003677	RE_TaqI
PF09573	type II site-specific deoxyribonuclease activity	GO:0009036	RE_TaqI
PF09573	DNA restriction-modification system	GO:0009307	RE_TaqI
PF09589	extracellular space	GO:0005615	HrpA_pilin
PF09594	hexosyltransferase activity	GO:0016758	GT87
PF09596	transcription coactivator activity	GO:0003713	MamL-1
PF09596	Notch signaling pathway	GO:0007219	MamL-1
PF09596	positive regulation of transcription by RNA polymerase II	GO:0045944	MamL-1
PF09596	nuclear speck	GO:0016607	MamL-1
PF09604	P-type potassium transmembrane transporter activity	GO:0008556	Potass_KdpF
PF09604	regulation of ATP-dependent activity	GO:0043462	Potass_KdpF
PF09604	plasma membrane	GO:0005886	Potass_KdpF
PF09618	endonuclease activity	GO:0004519	Cas_Csy4
PF09618	maintenance of CRISPR repeat elements	GO:0043571	Cas_Csy4
PF09637	transcription coregulator activity	GO:0003712	Med18
PF09637	regulation of transcription by RNA polymerase II	GO:0006357	Med18
PF09637	mediator complex	GO:0016592	Med18
PF09648	membrane	GO:0016020	YycI
PF09663	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides	GO:0016812	Amido_AtzD_TrzD
PF09668	aspartic-type endopeptidase activity	GO:0004190	Asp_protease
PF09668	proteolysis	GO:0006508	Asp_protease
PF09692	regulatory ncRNA-mediated gene silencing	GO:0031047	Arb1
PF09692	ARC complex	GO:0033167	Arb1
PF09696	mitotic sister chromatid cohesion	GO:0007064	Ctf8
PF09696	Ctf18 RFC-like complex	GO:0031390	Ctf8
PF09704	maintenance of CRISPR repeat elements	GO:0043571	Cas_Cas5d
PF09724	mitotic sister chromatid cohesion	GO:0007064	Dcc1
PF09724	Ctf18 RFC-like complex	GO:0031390	Dcc1
PF09726	neuronal signal transduction	GO:0023041	Macoilin
PF09726	rough endoplasmic reticulum membrane	GO:0030867	Macoilin
PF09728	syntaxin binding	GO:0019905	Taxilin
PF09730	cytoskeletal anchor activity	GO:0008093	BicD
PF09730	dynein complex binding	GO:0070840	BicD
PF09732	protein binding	GO:0005515	CactinC_cactus
PF09738	regulation of DNA-templated transcription	GO:0006355	LRRFIP
PF09743	UFM1 ligase activity	GO:0061666	E3_UFM1_ligase
PF09743	protein ufmylation	GO:0071569	E3_UFM1_ligase
PF09745	regulation of alternative mRNA splicing, via spliceosome	GO:0000381	NSRP1_N
PF09748	transcription coregulator activity	GO:0003712	Med10
PF09748	regulation of transcription by RNA polymerase II	GO:0006357	Med10
PF09748	mediator complex	GO:0016592	Med10
PF09749	nuclease activity	GO:0004518	HVSL
PF09749	U6 snRNA 3'-end processing	GO:0034477	HVSL
PF09763	exocytosis	GO:0006887	Sec3_CC
PF09763	exocyst	GO:0000145	Sec3_CC
PF09768	metalloendopeptidase activity	GO:0004222	Peptidase_M76
PF09769	cristae formation	GO:0042407	ApoO
PF09769	MICOS complex	GO:0061617	ApoO
PF09771	positive regulation of protein dephosphorylation	GO:0035307	Tmemb_18A
PF09771	Nem1-Spo7 phosphatase complex	GO:0071595	Tmemb_18A
PF09773	cilium assembly	GO:0060271	Meckelin
PF09773	MKS complex	GO:0036038	Meckelin
PF09774	mitochondrial intermembrane space	GO:0005758	MIX23
PF09776	structural constituent of ribosome	GO:0003735	Mitoc_L55
PF09776	mitochondrial large ribosomal subunit	GO:0005762	Mitoc_L55
PF09782	mitochondrial electron transport, NADH to ubiquinone	GO:0006120	NDUF_B6
PF09782	mitochondrial respiratory chain complex I	GO:0005747	NDUF_B6
PF09787	Golgi organization	GO:0007030	Golgin_A5
PF09788	phosphatidylinositol-4,5-bisphosphate 4-phosphatase activity	GO:0034597	Tmemb_55A
PF09788	phosphatidylinositol dephosphorylation	GO:0046856	Tmemb_55A
PF09795	autophagy	GO:0006914	ATG31
PF09795	phagophore assembly site	GO:0000407	ATG31
PF09796	mitochondrial electron transport, ubiquinol to cytochrome c	GO:0006122	QCR10
PF09796	mitochondrial respiratory chain complex III	GO:0005750	QCR10
PF09798	DNA damage checkpoint signaling	GO:0000077	LCD1
PF09802	post-translational protein targeting to membrane, translocation	GO:0031204	Sec66
PF09802	Sec62/Sec63 complex	GO:0031207	Sec66
PF09803	mitochondrial cytochrome c oxidase assembly	GO:0033617	Pet100
PF09803	mitochondrion	GO:0005739	Pet100
PF09807	tRNA wobble uridine modification	GO:0002098	ELP6
PF09807	elongator holoenzyme complex	GO:0033588	ELP6
PF09809	structural constituent of ribosome	GO:0003735	MRP-L27
PF09809	mitochondrial large ribosomal subunit	GO:0005762	MRP-L27
PF09810	single-stranded DNA 5'-3' DNA exonuclease activity	GO:0045145	Exo5
PF09815	membrane	GO:0016020	XK-related
PF09817	mitotic cell cycle checkpoint signaling	GO:0007093	Zwilch
PF09817	RZZ complex	GO:1990423	Zwilch
PF09830	ATP adenylyltransferase activity	GO:0003877	ATP_transf
PF09861	lactate racemase activity	GO:0050043	Lar_N
PF09905	DNA binding	GO:0003677	VF530
PF09907	RNA binding	GO:0003723	HigB_toxin
PF09907	endonuclease activity	GO:0004519	HigB_toxin
PF09907	nucleic acid metabolic process	GO:0090304	HigB_toxin
PF09907	toxin-antitoxin complex	GO:0110001	HigB_toxin
PF09949	phosphatidate phosphatase activity	GO:0008195	APP1_cat
PF09995	oxidoreductase activity	GO:0016491	MPAB_Lcp_cat
PF10014	dioxygenase activity	GO:0051213	2OG-Fe_Oxy_2
PF10018	transcription coregulator activity	GO:0003712	Med4
PF10018	regulation of transcription by RNA polymerase II	GO:0006357	Med4
PF10018	mediator complex	GO:0016592	Med4
PF10032	protein targeting to ER	GO:0045047	Pho88
PF10032	endoplasmic reticulum	GO:0005783	Pho88
PF10033	autophagy	GO:0006914	ATG13
PF10033	Atg1/ULK1 kinase complex	GO:1990316	ATG13
PF10034	membrane	GO:0016020	Dpy19
PF10044	regulation of DNA-templated transcription	GO:0006355	LIN52
PF10044	DRM complex	GO:0070176	LIN52
PF10073	DNA binding	GO:0003677	GapR_DNA-bd
PF10093	protein-arginine rhamnosyltransferase activity	GO:0106361	EarP
PF10099	plasma membrane	GO:0005886	RskA
PF10099	membrane	GO:0016020	RskA
PF10104	lipid homeostasis	GO:0055088	Brr6_like_C_C
PF10104	nuclear membrane	GO:0031965	Brr6_like_C_C
PF10120	thiamine-phosphate diphosphorylase activity	GO:0004789	ThiP_synth
PF10137	NADP+ nucleosidase activity	GO:0050135	CAP12-PCTIR_TIR
PF10143	catalytic activity	GO:0003824	PhosphMutase
PF10143	2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity	GO:0046537	PhosphMutase
PF10147	nucleus	GO:0005634	CR6_interact
PF10150	RNA binding	GO:0003723	RNase_E_G
PF10152	WASH complex	GO:0071203	CCDC53
PF10153	rRNA processing	GO:0006364	Efg1
PF10155	CCR4-NOT complex	GO:0030014	CNOT11
PF10156	transcription coregulator activity	GO:0003712	Med17
PF10156	regulation of transcription by RNA polymerase II	GO:0006357	Med17
PF10156	mediator complex	GO:0016592	Med17
PF10158	lysosome localization	GO:0032418	LOH1CR12
PF10161	calcium import into the mitochondrion	GO:0036444	DDDD
PF10161	mitochondrial calcium ion homeostasis	GO:0051560	DDDD
PF10161	uniplex complex	GO:1990246	DDDD
PF10163	transcription coactivator activity	GO:0003713	EnY2
PF10163	mRNA export from nucleus	GO:0006406	EnY2
PF10163	positive regulation of DNA-templated transcription	GO:0045893	EnY2
PF10163	SAGA complex	GO:0000124	EnY2
PF10163	nuclear pore	GO:0005643	EnY2
PF10166	positive regulation of plasminogen activation	GO:0010756	DUF2368
PF10166	plasma membrane	GO:0005886	DUF2368
PF10171	TIM22 mitochondrial import inner membrane insertion complex	GO:0042721	Tim29
PF10176	vacuolar transport	GO:0007034	DUF2370
PF10176	metal ion transport	GO:0030001	DUF2370
PF10178	proteasome assembly	GO:0043248	PAC3
PF10185	protein folding	GO:0006457	Mesd
PF10191	intracellular protein transport	GO:0006886	COG7
PF10191	Golgi transport complex	GO:0017119	COG7
PF10192	G protein-coupled receptor signaling pathway	GO:0007186	GpcrRhopsn4
PF10192	response to pheromone	GO:0019236	GpcrRhopsn4
PF10204	protein transport	GO:0015031	DuoxA
PF10204	endoplasmic reticulum membrane	GO:0005789	DuoxA
PF10204	membrane	GO:0016020	DuoxA
PF10218	positive regulation of SREBP signaling pathway	GO:2000640	SPRING1
PF10220	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	GO:0000184	Smg8_Smg9
PF10228	histone binding	GO:0042393	HPF1
PF10228	DNA damage response	GO:0006974	HPF1
PF10228	regulation of protein ADP-ribosylation	GO:0010835	HPF1
PF10229	cobalamin metabolic process	GO:0009235	MMADHC
PF10230	lipase activity	GO:0016298	LIDHydrolase
PF10230	lipid storage	GO:0019915	LIDHydrolase
PF10230	lipid droplet	GO:0005811	LIDHydrolase
PF10231	intrinsic apoptotic signaling pathway	GO:0097193	COA8
PF10232	transcription coregulator activity	GO:0003712	Med8
PF10232	regulation of transcription by RNA polymerase II	GO:0006357	Med8
PF10232	mediator complex	GO:0016592	Med8
PF10233	membrane	GO:0016020	Cg6151-P
PF10237	methyltransferase activity	GO:0008168	N6-adenineMlase
PF10240	ESCRT I complex	GO:0000813	DUF2464
PF10244	structural constituent of ribosome	GO:0003735	MRP-L51
PF10255	translation initiation factor activity	GO:0003743	Paf67
PF10255	cytoplasm	GO:0005737	Paf67
PF10255	eukaryotic translation initiation factor 3 complex	GO:0005852	Paf67
PF10261	coenzyme A diphosphatase activity	GO:0010945	FIT
PF10261	lipid storage	GO:0019915	FIT
PF10261	endoplasmic reticulum membrane	GO:0005789	FIT
PF10265	mitochondrial fusion	GO:0008053	Miga
PF10266	WASH complex	GO:0071203	Strumpellin
PF10272	ubiquitin protein ligase activity	GO:0061630	Tmpp129
PF10272	protein ubiquitination	GO:0016567	Tmpp129
PF10272	membrane	GO:0016020	Tmpp129
PF10278	transcription coregulator activity	GO:0003712	Med19
PF10278	regulation of transcription by RNA polymerase II	GO:0006357	Med19
PF10278	mediator complex	GO:0016592	Med19
PF10280	transcription coregulator activity	GO:0003712	Med11
PF10280	regulation of transcription by RNA polymerase II	GO:0006357	Med11
PF10280	mediator complex	GO:0016592	Med11
PF10288	tRNA binding	GO:0000049	CTU2
PF10288	tRNA wobble uridine modification	GO:0002098	CTU2
PF10288	tRNA thio-modification	GO:0034227	CTU2
PF10297	regulation of DNA-templated transcription	GO:0006355	Hap4_Hap_bind
PF10297	nucleus	GO:0005634	Hap4_Hap_bind
PF10309	RNA 7-methylguanosine cap binding	GO:0000340	NCBP3
PF10309	mRNA binding	GO:0003729	NCBP3
PF10324	G protein-coupled peptide receptor activity	GO:0008528	7TM_GPCR_Srw
PF10341	telomeric DNA binding	GO:0042162	TPP1
PF10341	telomere maintenance via telomerase	GO:0007004	TPP1
PF10341	positive regulation of telomerase activity	GO:0051973	TPP1
PF10341	chromosome, telomeric region	GO:0000781	TPP1
PF10341	telomerase holoenzyme complex	GO:0005697	TPP1
PF10345	mitotic sister chromatid cohesion	GO:0007064	Cohesin_load
PF10354	rRNA (uridine-N3-)-methyltransferase activity	GO:0070042	BMT5-like
PF10354	rRNA base methylation	GO:0070475	BMT5-like
PF10371	oxidoreductase activity, acting on the aldehyde or oxo group of donors	GO:0016903	EKR
PF10380	transcription coregulator activity	GO:0003712	CRF1
PF10380	regulation of ribosomal protein gene transcription by RNA polymerase II	GO:0060962	CRF1
PF10384	histone binding	GO:0042393	Scm3
PF10384	nucleus	GO:0005634	Scm3
PF10385	DNA-directed 5'-3' RNA polymerase activity	GO:0003899	RNA_pol_Rpb2_45
PF10385	DNA-templated transcription	GO:0006351	RNA_pol_Rpb2_45
PF10390	transcription elongation by RNA polymerase II	GO:0006368	ELL
PF10390	transcription elongation factor complex	GO:0008023	ELL
PF10391	DNA binding	GO:0003677	DNA_pol_lambd_f
PF10391	DNA polymerase activity	GO:0034061	DNA_pol_lambd_f
PF10394	chromatin organization	GO:0006325	Hat1_N
PF10399	ubiquinol-cytochrome-c reductase activity	GO:0008121	UCR_Fe-S_N
PF10401	DNA-binding transcription factor activity	GO:0003700	IRF-3
PF10401	regulation of DNA-templated transcription	GO:0006355	IRF-3
PF10403	DNA binding	GO:0003677	BHD_1
PF10404	DNA binding	GO:0003677	BHD_2
PF10405	DNA binding	GO:0003677	BHD_3
PF10408	ubiquitin-ubiquitin ligase activity	GO:0034450	Ufd2P_core
PF10408	ubiquitin-dependent protein catabolic process	GO:0006511	Ufd2P_core
PF10408	protein ubiquitination	GO:0016567	Ufd2P_core
PF10408	ubiquitin ligase complex	GO:0000151	Ufd2P_core
PF10410	nucleotidyltransferase activity	GO:0016779	DnaB_bind
PF10414	porphyrin-containing compound biosynthetic process	GO:0006779	CysG_dimeriser
PF10415	lyase activity	GO:0016829	FumaraseC_C
PF10415	tricarboxylic acid cycle	GO:0006099	FumaraseC_C
PF10417	peroxiredoxin activity	GO:0051920	1-cysPrx_C
PF10425	cell adhesion	GO:0007155	SdrG_C_C
PF10425	cell wall	GO:0005618	SdrG_C_C
PF10430	transmembrane receptor protein tyrosine kinase activity	GO:0004714	Ig_Tie2_1
PF10430	ATP binding	GO:0005524	Ig_Tie2_1
PF10430	protein phosphorylation	GO:0006468	Ig_Tie2_1
PF10430	cell surface receptor protein tyrosine kinase signaling pathway	GO:0007169	Ig_Tie2_1
PF10430	plasma membrane	GO:0005886	Ig_Tie2_1
PF10432	glucose-6-phosphate isomerase activity	GO:0004347	bact-PGI_C
PF10432	mannose-6-phosphate isomerase activity	GO:0004476	bact-PGI_C
PF10432	carbohydrate metabolic process	GO:0005975	bact-PGI_C
PF10439	defense response to bacterium	GO:0042742	Bacteriocin_IIc
PF10447	RNA binding	GO:0003723	EXOSC1
PF10447	exosome (RNase complex)	GO:0000178	EXOSC1
PF10450	proteasome assembly	GO:0043248	POC1
PF10452	TOR signaling	GO:0031929	TCO89
PF10452	TORC1 complex	GO:0031931	TCO89
PF10458	nucleotide binding	GO:0000166	Val_tRNA-synt_C
PF10458	valine-tRNA ligase activity	GO:0004832	Val_tRNA-synt_C
PF10458	ATP binding	GO:0005524	Val_tRNA-synt_C
PF10458	valyl-tRNA aminoacylation	GO:0006438	Val_tRNA-synt_C
PF10458	cytoplasm	GO:0005737	Val_tRNA-synt_C
PF10459	dipeptidyl-peptidase activity	GO:0008239	Peptidase_S46
PF10459	serine-type aminopeptidase activity	GO:0070009	Peptidase_S46
PF10461	apoptotic process	GO:0006915	Peptidase_S68
PF10461	DNA damage response	GO:0006974	Peptidase_S68
PF10466	endopeptidase inhibitor activity	GO:0004866	Inhibitor_I34
PF10466	negative regulation of endopeptidase activity	GO:0010951	Inhibitor_I34
PF10467	cysteine-type endopeptidase inhibitor activity	GO:0004869	Inhibitor_I48
PF10468	metalloendopeptidase inhibitor activity	GO:0008191	Inhibitor_I68
PF10468	blood coagulation	GO:0007596	Inhibitor_I68
PF10468	negative regulation of endopeptidase activity	GO:0010951	Inhibitor_I68
PF10471	anaphase-promoting complex-dependent catabolic process	GO:0031145	ANAPC_CDC26
PF10471	anaphase-promoting complex	GO:0005680	ANAPC_CDC26
PF10473	transcription factor binding	GO:0008134	CENP-F_leu_zip
PF10473	protein homodimerization activity	GO:0042803	CENP-F_leu_zip
PF10473	dynein complex binding	GO:0070840	CENP-F_leu_zip
PF10476	nuclear inner membrane	GO:0005637	DUF2448
PF10483	tRNA wobble uridine modification	GO:0002098	Elong_Iki1
PF10483	elongator holoenzyme complex	GO:0033588	Elong_Iki1
PF10484	structural constituent of ribosome	GO:0003735	MRP-S23
PF10484	translation	GO:0006412	MRP-S23
PF10484	ribosome	GO:0005840	MRP-S23
PF10486	1-phosphatidylinositol-3-kinase regulator activity	GO:0046935	PI3K_1B_p101
PF10486	phosphatidylinositol 3-kinase complex, class IB	GO:0005944	PI3K_1B_p101
PF10487	structural constituent of nuclear pore	GO:0017056	Nup188_N
PF10501	mitochondrion	GO:0005739	Ribosomal_L50
PF10502	serine-type endopeptidase activity	GO:0004252	Peptidase_S26
PF10502	signal peptide processing	GO:0006465	Peptidase_S26
PF10503	hydrolase activity	GO:0016787	Esterase_PHB
PF10503	extracellular region	GO:0005576	Esterase_PHB
PF10505	transcription elongation factor complex	GO:0008023	NARG2_C
PF10508	proteasome assembly	GO:0043248	Proteasom_PSMB
PF10510	attachment of GPI anchor to protein	GO:0016255	PIG-S
PF10510	GPI-anchor transamidase complex	GO:0042765	PIG-S
PF10514	apoptotic process	GO:0006915	Bcl-2_BAD
PF10521	TTT Hsp90 cochaperone complex	GO:0110078	Tti2
PF10523	DNA binding	GO:0003677	BEN
PF10530	toxin activity	GO:0090729	Toxin_35
PF10538	signal transduction	GO:0007165	ITAM_Cys-rich
PF10541	membrane	GO:0016020	KASH
PF10550	host cell postsynaptic membrane	GO:0035792	Toxin_36
PF10568	SAM complex	GO:0001401	Tom37
PF10574	negative regulation of actin nucleation	GO:0051126	UPF0552
PF10576	4 iron, 4 sulfur cluster binding	GO:0051539	EndIII_4Fe-2S
PF10579	acetylcholine receptor binding	GO:0033130	Rapsyn_N
PF10579	protein-membrane adaptor activity	GO:0043495	Rapsyn_N
PF10579	chemical synaptic transmission	GO:0007268	Rapsyn_N
PF10584	ubiquitin-dependent protein catabolic process	GO:0006511	Proteasome_A_N
PF10584	proteasome core complex, alpha-subunit complex	GO:0019773	Proteasome_A_N
PF10588	oxidoreductase activity	GO:0016491	NADH-G_4Fe-4S_3
